,id,code,day,pe_ratio,turnover_ratio,pb_ratio,ps_ratio,pcf_ratio,capitalization,market_cap,circulating_cap,circulating_market_cap,pe_ratio_lyr,pcf_ratio2,dividend_ratio,free_cap,free_market_cap,a_cap,a_market_cap
0,23594776,600519.XSHG,2025-03-18,24.6726,0.2517,8.5822,12.1168,-491.1755,125619.78,20400.6523,125619.78,20400.6523,27.2977,33.4368,3.3718,48865.2539,7935.7172,125619.78,20400.6523
